site_year_code,transect,point,height ,species,native_status,life_history,plant_code,stature
NMS-2012,60.0,12.0,Medium,baccharis pilularis,Native,Perennial,BAPI,Shrub
NUWO-2010,6.0,32.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
NUWO-2012,5.0,185.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,4.0,8.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,28.0,24.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,28.0,24.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,32.0,12.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,32.0,12.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,32.0,16.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,32.0,16.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,12.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,12.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,16.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,16.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,20.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,20.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,36.0,24.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,40.0,12.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,40.0,20.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,40.0,24.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,40.0,24.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,40.0,32.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,44.0,16.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,44.0,24.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,44.0,24.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,44.0,28.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,44.0,32.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,48.0,4.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,48.0,12.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,48.0,16.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,48.0,20.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,4.0,H,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,8.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,8.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,12.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,12.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,16.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,20.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,24.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,28.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,32.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,52.0,32.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,56.0,8.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,56.0,16.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,56.0,20.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,60.0,4.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,60.0,24.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,60.0,24.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,60.0,28.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,64.0,8.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,64.0,8.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,64.0,20.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,64.0,32.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
EAPO-2011,64.0,32.0,M,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,2.0,3.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,3.0,5.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,9.0,18.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,12.0,22.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,13.0,7.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,14.0,7.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,14.0,16.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,14.0,19.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,15.0,6.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,17.0,4.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,17.0,21.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,18.0,7.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,19.0,10.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,20.0,13.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2008,20.0,17.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,2.0,9.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,3.0,7.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,12.0,19.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,13.0,16.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,13.0,18.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,14.0,16.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,14.0,18.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,17.0,17.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,18.0,19.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,18.0,21.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,19.0,10.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,19.0,12.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,20.0,24.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,20.0,25.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,20.0,26.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDU-2009,20.0,27.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2010,18.0,7.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2010,18.0,43.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2010,24.0,37.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2010,30.0,43.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2010,30.0,61.0,Low,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2010,30.0,61.0,Medium,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,21.0,43.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,28.0,8.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,35.0,36.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,49.0,22.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,56.0,43.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,63.0,43.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
SUDO-2011,70.0,22.0,L,baccharis pilularis,Native,Perennial,BAPI,Shrub
NMS-2011,0.0,11.0,Low,bare ground,,,,
NMS-2011,4.0,27.0,Low,bare ground,,,,
NMS-2011,4.0,23.0,Low,bare ground,,,,
NMS-2011,4.0,11.0,Low,bare ground,,,,
NMS-2011,4.0,7.0,Low,bare ground,,,,
NMS-2011,4.0,3.0,Low,bare ground,,,,
NMS-2011,12.0,7.0,Low,bare ground,,,,
NMS-2011,12.0,11.0,Low,bare ground,,,,
NMS-2011,16.0,19.0,Low,bare ground,,,,
NMS-2011,20.0,3.0,Low,bare ground,,,,
NMS-2011,20.0,27.0,Low,bare ground,,,,
NMS-2011,24.0,3.0,Low,bare ground,,,,
NMS-2011,64.0,23.0,Low,bare ground,,,,
NMS-2011,64.0,19.0,Low,bare ground,,,,
NMS-2011,64.0,15.0,Low,bare ground,,,,
NMS-2011,60.0,3.0,Low,bare ground,,,,
NMS-2011,60.0,7.0,Low,bare ground,,,,
NMS-2011,60.0,23.0,Low,bare ground,,,,
NMS-2011,-4.0,23.0,Low,bare ground,,,,
NMS-2011,-8.0,15.0,Low,bare ground,,,,
NMS-2011,-8.0,11.0,Low,bare ground,,,,
NMS-2011,40.0,7.0,Low,bare ground,,,,
NMS-2011,40.0,15.0,Low,bare ground,,,,
NMS-2011,32.0,19.0,Low,bare ground,,,,
NMS-2011,32.0,23.0,Low,bare ground,,,,
NMS-2011,28.0,27.0,Low,bare ground,,,,
NMS-2011,28.0,19.0,Low,bare ground,,,,
NMS-2011,28.0,3.0,Low,bare ground,,,,
NMS-2011,48.0,15.0,Low,bare ground,,,,
NMS-2012,16.0,0.0,Low,bare ground,,,,
NMS-2012,20.0,4.0,Low,bare ground,,,,
NMS-2012,40.0,20.0,Low,bare ground,,,,
NMS-2012,44.0,16.0,Low,bare ground,,,,
NMS-2012,44.0,8.0,Low,bare ground,,,,
NMS-2012,48.0,16.0,Low,bare ground,,,,
NMS-2012,68.0,0.0,Low,bare ground,,,,
NMS-2010,0.0,0.0,Low,bare ground,,,,
NMS-2010,4.0,0.0,Low,bare ground,,,,
NMS-2010,8.0,-3.0,Low,bare ground,,,,
NMS-2010,8.0,12.0,Low,bare ground,,,,
NMS-2010,8.0,16.0,Low,bare ground,,,,
NMS-2010,12.0,-3.0,Low,bare ground,,,,
NMS-2010,12.0,0.0,Low,bare ground,,,,
NMS-2010,12.0,8.0,Low,bare ground,,,,
NMS-2010,16.0,24.0,Low,bare ground,,,,
NMS-2010,20.0,4.0,Low,bare ground,,,,
NMS-2010,24.0,0.0,Low,bare ground,,,,
NMS-2010,24.0,24.0,Low,bare ground,,,,
NMS-2010,32.0,8.0,Low,bare ground,,,,
NMS-2010,32.0,20.0,Low,bare ground,,,,
NMS-2010,32.0,24.0,Low,bare ground,,,,
NMS-2010,32.0,28.0,Low,bare ground,,,,
NMS-2010,36.0,0.0,Low,bare ground,,,,
NMS-2010,36.0,24.0,Low,bare ground,,,,
NMS-2010,36.0,24.0,Low,bare ground,,,,
NMS-2010,40.0,4.0,Low,bare ground,,,,
NMS-2010,40.0,16.0,Low,bare ground,,,,
NMS-2010,40.0,20.0,Low,bare ground,,,,
NMS-2010,44.0,12.0,Low,bare ground,,,,
NMS-2010,44.0,20.0,Low,bare ground,,,,
NMS-2010,48.0,24.0,Low,bare ground,,,,
NMS-2010,56.0,12.0,Low,bare ground,,,,
NMS-2010,56.0,24.0,Low,bare ground,,,,
NMS-2010,56.0,28.0,Low,bare ground,,,,
NMS-2010,60.0,24.0,Low,bare ground,,,,
NMS-2010,60.0,28.0,Low,bare ground,,,,
NMS-2010,64.0,4.0,Low,bare ground,,,,
NMS-2010,64.0,20.0,Low,bare ground,,,,
NMS-2010,64.0,28.0,Low,bare ground,,,,
NMS-2010,68.0,8.0,Low,bare ground,,,,
NMS-2010,68.0,24.0,Low,bare ground,,,,
NMS-2010,68.0,28.0,Low,bare ground,,,,
NMS-2010,72.0,16.0,Low,bare ground,,,,
NMS-2010,76.0,12.0,Low,bare ground,,,,
NMS-2010,80.0,8.0,Low,bare ground,,,,
NUWO-2010,1.0,42.0,Low,bare ground,,,,
NUWO-2010,1.0,47.0,Low,bare ground,,,,
NUWO-2010,1.0,197.0,Low,bare ground,,,,
NUWO-2010,6.0,17.0,Low,bare ground,,,,
NUWO-2010,6.0,47.0,Low,bare ground,,,,
NUWO-2010,6.0,52.0,Low,bare ground,,,,
NUWO-2010,6.0,82.0,Low,bare ground,,,,
NUWO-2010,6.0,187.0,Low,bare ground,,,,
NUWO-2010,11.0,147.0,Low,bare ground,,,,
NUWO-2012,13.0,30.0,Low,bare ground,,,,
NUWO-2012,13.0,35.0,Low,bare ground,,,,
NUWO-2012,13.0,85.0,Low,bare ground,,,,
NUWO-2012,13.0,100.0,Low,bare ground,,,,
NUWO-2012,1.0,0.0,Low,bare ground,,,,
NUWO-2012,1.0,5.0,Low,bare ground,,,,
NUWO-2012,1.0,30.0,Low,bare ground,,,,
NUWO-2012,1.0,40.0,Low,bare ground,,,,
NUWO-2012,1.0,50.0,Low,bare ground,,,,
NUWO-2012,1.0,135.0,Low,bare ground,,,,
NUWO-2012,1.0,140.0,Low,bare ground,,,,
NUWO-2012,1.0,145.0,Low,bare ground,,,,
NUWO-2012,1.0,180.0,Low,bare ground,,,,
NUWO-2012,1.0,185.0,Low,bare ground,,,,
NUWO-2012,9.0,5.0,Low,bare ground,,,,
NUWO-2012,9.0,15.0,Low,bare ground,,,,
NUWO-2012,9.0,20.0,Low,bare ground,,,,
NUWO-2012,9.0,25.0,Low,bare ground,,,,
NUWO-2012,9.0,45.0,Low,bare ground,,,,
NUWO-2012,9.0,50.0,Low,bare ground,,,,
NUWO-2012,9.0,55.0,Low,bare ground,,,,
NUWO-2012,9.0,65.0,Low,bare ground,,,,
NUWO-2012,9.0,75.0,Low,bare ground,,,,
NUWO-2012,9.0,85.0,Low,bare ground,,,,
NUWO-2012,9.0,110.0,Low,bare ground,,,,
NUWO-2012,9.0,115.0,Low,bare ground,,,,
NUWO-2012,9.0,135.0,Low,bare ground,,,,
NUWO-2012,9.0,150.0,Low,bare ground,,,,
NUWO-2012,9.0,155.0,Low,bare ground,,,,
NUWO-2012,9.0,160.0,Low,bare ground,,,,
NUWO-2012,9.0,165.0,Low,bare ground,,,,
EAPO-2011,8.0,0.0,L,bare ground,,,,
EAPO-2011,12.0,0.0,L,bare ground,,,,
EAPO-2011,12.0,12.0,L,bare ground,,,,
EAPO-2011,20.0,0.0,L,bare ground,,,,
EAPO-2011,40.0,16.0,L,bare ground,,,,
SUDU-2008,1.0,1.0,Low,bare ground,,,,
SUDU-2008,1.0,3.0,Low,bare ground,,,,
SUDU-2008,1.0,14.0,Low,bare ground,,,,
SUDU-2008,1.0,21.0,Low,bare ground,,,,
SUDU-2008,1.0,22.0,Low,bare ground,,,,
SUDU-2008,1.0,23.0,Low,bare ground,,,,
SUDU-2008,2.0,22.0,Low,bare ground,,,,
SUDU-2008,3.0,1.0,Low,bare ground,,,,
SUDU-2008,3.0,7.0,Low,bare ground,,,,
SUDU-2008,3.0,11.0,Low,bare ground,,,,
SUDU-2008,3.0,19.0,Low,bare ground,,,,
SUDU-2008,3.0,21.0,Low,bare ground,,,,
SUDU-2008,4.0,9.0,Low,bare ground,,,,
SUDU-2008,4.0,23.0,Low,bare ground,,,,
SUDU-2008,5.0,5.0,Low,bare ground,,,,
SUDU-2008,5.0,22.0,Low,bare ground,,,,
SUDU-2008,5.0,23.0,Low,bare ground,,,,
SUDU-2008,5.0,25.0,Low,bare ground,,,,
SUDU-2008,6.0,2.0,Low,bare ground,,,,
SUDU-2008,6.0,3.0,Low,bare ground,,,,
SUDU-2008,6.0,10.0,Low,bare ground,,,,
SUDU-2008,6.0,14.0,Low,bare ground,,,,
SUDU-2008,6.0,15.0,Low,bare ground,,,,
SUDU-2008,6.0,16.0,Low,bare ground,,,,
SUDU-2008,6.0,22.0,Low,bare ground,,,,
SUDU-2008,6.0,24.0,Low,bare ground,,,,
SUDU-2008,7.0,5.0,Low,bare ground,,,,
SUDU-2008,7.0,7.0,Low,bare ground,,,,
SUDU-2008,7.0,8.0,Low,bare ground,,,,
SUDU-2008,7.0,9.0,Low,bare ground,,,,
SUDU-2008,7.0,10.0,Low,bare ground,,,,
SUDU-2008,7.0,13.0,Low,bare ground,,,,
SUDU-2008,7.0,14.0,Low,bare ground,,,,
SUDU-2008,7.0,16.0,Low,bare ground,,,,
SUDU-2008,7.0,21.0,Low,bare ground,,,,
SUDU-2008,7.0,24.0,Low,bare ground,,,,
SUDU-2008,7.0,25.0,Low,bare ground,,,,
SUDU-2008,8.0,1.0,Low,bare ground,,,,
SUDU-2008,8.0,3.0,Low,bare ground,,,,
SUDU-2008,8.0,4.0,Low,bare ground,,,,
SUDU-2008,8.0,5.0,Low,bare ground,,,,
SUDU-2008,8.0,6.0,Low,bare ground,,,,
SUDU-2008,8.0,7.0,Low,bare ground,,,,
SUDU-2008,8.0,8.0,Low,bare ground,,,,
SUDU-2008,8.0,10.0,Low,bare ground,,,,
SUDU-2008,8.0,13.0,Low,bare ground,,,,
SUDU-2008,8.0,14.0,Low,bare ground,,,,
SUDU-2008,8.0,16.0,Low,bare ground,,,,
SUDU-2008,8.0,17.0,Low,bare ground,,,,
SUDU-2008,8.0,18.0,Low,bare ground,,,,
SUDU-2008,8.0,23.0,Low,bare ground,,,,
SUDU-2008,8.0,24.0,Low,bare ground,,,,
SUDU-2008,9.0,2.0,Low,bare ground,,,,
SUDU-2008,9.0,3.0,Low,bare ground,,,,
SUDU-2008,9.0,6.0,Low,bare ground,,,,
SUDU-2008,9.0,7.0,Low,bare ground,,,,
SUDU-2008,9.0,8.0,Low,bare ground,,,,
SUDU-2008,9.0,11.0,Low,bare ground,,,,
SUDU-2008,9.0,13.0,Low,bare ground,,,,
SUDU-2008,9.0,17.0,Low,bare ground,,,,
SUDU-2008,9.0,21.0,Low,bare ground,,,,
SUDU-2008,9.0,22.0,Low,bare ground,,,,
SUDU-2008,9.0,23.0,Low,bare ground,,,,
SUDU-2008,9.0,24.0,Low,bare ground,,,,
SUDU-2008,10.0,2.0,Low,bare ground,,,,
SUDU-2008,10.0,3.0,Low,bare ground,,,,
SUDU-2008,10.0,5.0,Low,bare ground,,,,
SUDU-2008,10.0,6.0,Low,bare ground,,,,
SUDU-2008,10.0,7.0,Low,bare ground,,,,
SUDU-2008,10.0,9.0,Low,bare ground,,,,
SUDU-2008,10.0,10.0,Low,bare ground,,,,
SUDU-2008,10.0,11.0,Low,bare ground,,,,
SUDU-2008,10.0,13.0,Low,bare ground,,,,
SUDU-2008,10.0,15.0,Low,bare ground,,,,
SUDU-2008,10.0,20.0,Low,bare ground,,,,
SUDU-2008,10.0,23.0,Low,bare ground,,,,
SUDU-2008,11.0,3.0,Low,bare ground,,,,
SUDU-2008,11.0,4.0,Low,bare ground,,,,
SUDU-2008,11.0,6.0,Low,bare ground,,,,
SUDU-2008,11.0,7.0,Low,bare ground,,,,
SUDU-2008,11.0,8.0,Low,bare ground,,,,
SUDU-2008,11.0,9.0,Low,bare ground,,,,
SUDU-2008,11.0,10.0,Low,bare ground,,,,
SUDU-2008,11.0,11.0,Low,bare ground,,,,
SUDU-2008,11.0,12.0,Low,bare ground,,,,
SUDU-2008,11.0,15.0,Low,bare ground,,,,
SUDU-2008,11.0,21.0,Low,bare ground,,,,
SUDU-2008,11.0,25.0,Low,bare ground,,,,
SUDU-2008,12.0,2.0,Low,bare ground,,,,
SUDU-2008,12.0,3.0,Low,bare ground,,,,
SUDU-2008,12.0,4.0,Low,bare ground,,,,
SUDU-2008,12.0,5.0,Low,bare ground,,,,
SUDU-2008,12.0,7.0,Low,bare ground,,,,
SUDU-2008,12.0,8.0,Low,bare ground,,,,
SUDU-2008,12.0,9.0,Low,bare ground,,,,
SUDU-2008,12.0,10.0,Low,bare ground,,,,
SUDU-2008,12.0,12.0,Low,bare ground,,,,
SUDU-2008,12.0,21.0,Low,bare ground,,,,
SUDU-2008,12.0,23.0,Low,bare ground,,,,
SUDU-2008,13.0,5.0,Low,bare ground,,,,
SUDU-2008,13.0,10.0,Low,bare ground,,,,
SUDU-2008,13.0,13.0,Low,bare ground,,,,
SUDU-2008,13.0,19.0,Low,bare ground,,,,
SUDU-2008,14.0,4.0,Low,bare ground,,,,
SUDU-2008,14.0,6.0,Low,bare ground,,,,
SUDU-2008,14.0,14.0,Low,bare ground,,,,
SUDU-2008,14.0,22.0,Low,bare ground,,,,
SUDU-2008,15.0,1.0,Low,bare ground,,,,
SUDU-2008,15.0,8.0,Low,bare ground,,,,
SUDU-2008,15.0,13.0,Low,bare ground,,,,
SUDU-2008,15.0,19.0,Low,bare ground,,,,
SUDU-2008,15.0,21.0,Low,bare ground,,,,
SUDU-2008,15.0,22.0,Low,bare ground,,,,
SUDU-2008,15.0,24.0,Low,bare ground,,,,
SUDU-2008,15.0,25.0,Low,bare ground,,,,
SUDU-2008,16.0,4.0,Low,bare ground,,,,
SUDU-2008,16.0,6.0,Low,bare ground,,,,
SUDU-2008,16.0,7.0,Low,bare ground,,,,
SUDU-2008,16.0,9.0,Low,bare ground,,,,
SUDU-2008,16.0,20.0,Low,bare ground,,,,
SUDU-2008,16.0,21.0,Low,bare ground,,,,
SUDU-2008,16.0,22.0,Low,bare ground,,,,
SUDU-2008,16.0,23.0,Low,bare ground,,,,
SUDU-2008,16.0,24.0,Low,bare ground,,,,
SUDU-2008,16.0,25.0,Low,bare ground,,,,
SUDU-2008,16.0,26.0,Low,bare ground,,,,
SUDU-2008,17.0,13.0,Low,bare ground,,,,
SUDU-2008,17.0,19.0,Low,bare ground,,,,
SUDU-2008,17.0,23.0,Low,bare ground,,,,
SUDU-2008,18.0,5.0,Low,bare ground,,,,
SUDU-2008,18.0,11.0,Low,bare ground,,,,
SUDU-2008,18.0,19.0,Low,bare ground,,,,
SUDU-2008,19.0,8.0,Low,bare ground,,,,
SUDU-2008,19.0,9.0,Low,bare ground,,,,
SUDU-2008,19.0,11.0,Low,bare ground,,,,
SUDU-2008,19.0,12.0,Low,bare ground,,,,
SUDU-2008,19.0,13.0,Low,bare ground,,,,
SUDU-2008,19.0,14.0,Low,bare ground,,,,
SUDU-2008,20.0,3.0,Low,bare ground,,,,
SUDU-2008,20.0,4.0,Low,bare ground,,,,
SUDU-2008,20.0,5.0,Low,bare ground,,,,
SUDU-2008,20.0,7.0,Low,bare ground,,,,
SUDU-2008,20.0,9.0,Low,bare ground,,,,
SUDU-2008,20.0,10.0,Low,bare ground,,,,
SUDU-2008,20.0,11.0,Low,bare ground,,,,
SUDU-2008,20.0,12.0,Low,bare ground,,,,
SUDU-2008,20.0,14.0,Low,bare ground,,,,
SUDU-2008,20.0,15.0,Low,bare ground,,,,
SUDU-2008,20.0,18.0,Low,bare ground,,,,
SUDU-2008,20.0,19.0,Low,bare ground,,,,
SUDU-2008,20.0,21.0,Low,bare ground,,,,
SUDU-2008,20.0,22.0,Low,bare ground,,,,
SUDU-2009,1.0,17.0,Low,bare ground,,,,
SUDU-2009,1.0,18.0,Low,bare ground,,,,
SUDU-2009,1.0,19.0,Low,bare ground,,,,
SUDU-2009,1.0,20.0,Low,bare ground,,,,
SUDU-2009,1.0,21.0,Low,bare ground,,,,
SUDU-2009,1.0,22.0,Low,bare ground,,,,
SUDU-2009,1.0,23.0,Low,bare ground,,,,
SUDU-2009,2.0,1.0,Low,bare ground,,,,
SUDU-2009,2.0,2.0,Low,bare ground,,,,
SUDU-2009,2.0,3.0,Low,bare ground,,,,
SUDU-2009,2.0,4.0,Low,bare ground,,,,
SUDU-2009,3.0,2.0,Low,bare ground,,,,
SUDU-2009,3.0,3.0,Low,bare ground,,,,
SUDU-2009,3.0,4.0,Low,bare ground,,,,
SUDU-2009,4.0,14.0,Low,bare ground,,,,
SUDU-2009,4.0,16.0,Low,bare ground,,,,
SUDU-2009,5.0,4.0,Low,bare ground,,,,
SUDU-2009,5.0,6.0,Low,bare ground,,,,
SUDU-2009,5.0,8.0,Low,bare ground,,,,
SUDU-2009,6.0,16.0,Low,bare ground,,,,
SUDU-2009,6.0,17.0,Low,bare ground,,,,
SUDU-2009,6.0,19.0,Low,bare ground,,,,
SUDU-2009,7.0,11.0,Low,bare ground,,,,
SUDU-2009,7.0,13.0,Low,bare ground,,,,
SUDU-2009,7.0,15.0,Low,bare ground,,,,
SUDU-2009,7.0,16.0,Low,bare ground,,,,
SUDU-2009,7.0,17.0,Low,bare ground,,,,
SUDU-2009,7.0,18.0,Low,bare ground,,,,
SUDU-2009,7.0,19.0,Low,bare ground,,,,
SUDU-2009,7.0,20.0,Low,bare ground,,,,
SUDU-2009,8.0,12.0,Low,bare ground,,,,
SUDU-2009,8.0,13.0,Low,bare ground,,,,
SUDU-2009,8.0,14.0,Low,bare ground,,,,
SUDU-2009,8.0,17.0,Low,bare ground,,,,
SUDU-2009,8.0,19.0,Low,bare ground,,,,
SUDU-2009,8.0,22.0,Low,bare ground,,,,
SUDU-2009,8.0,23.0,Low,bare ground,,,,
SUDU-2009,8.0,24.0,Low,bare ground,,,,
SUDU-2009,8.0,25.0,Low,bare ground,,,,
SUDU-2009,9.0,18.0,Low,bare ground,,,,
SUDU-2009,9.0,19.0,Low,bare ground,,,,
SUDU-2009,9.0,20.0,Low,bare ground,,,,
SUDU-2009,9.0,21.0,Low,bare ground,,,,
SUDU-2009,9.0,22.0,Low,bare ground,,,,
SUDU-2009,9.0,23.0,Low,bare ground,,,,
SUDU-2009,9.0,24.0,Low,bare ground,,,,
SUDU-2009,9.0,25.0,Low,bare ground,,,,
SUDU-2009,10.0,1.0,Low,bare ground,,,,
SUDU-2009,10.0,3.0,Low,bare ground,,,,
SUDU-2009,10.0,5.0,Low,bare ground,,,,
SUDU-2009,10.0,6.0,Low,bare ground,,,,
SUDU-2009,10.0,7.0,Low,bare ground,,,,
SUDU-2009,10.0,8.0,Low,bare ground,,,,
SUDU-2009,10.0,10.0,Low,bare ground,,,,
SUDU-2009,11.0,5.0,Low,bare ground,,,,
SUDU-2009,11.0,6.0,Low,bare ground,,,,
SUDU-2009,11.0,9.0,Low,bare ground,,,,
SUDU-2009,11.0,12.0,Low,bare ground,,,,
SUDU-2009,11.0,14.0,Low,bare ground,,,,
SUDU-2009,11.0,16.0,Low,bare ground,,,,
SUDU-2009,11.0,18.0,Low,bare ground,,,,
SUDU-2009,11.0,19.0,Low,bare ground,,,,
SUDU-2009,11.0,20.0,Low,bare ground,,,,
SUDU-2009,11.0,21.0,Low,bare ground,,,,
SUDU-2009,11.0,22.0,Low,bare ground,,,,
SUDU-2009,11.0,23.0,Low,bare ground,,,,
SUDU-2009,11.0,24.0,Low,bare ground,,,,
SUDU-2009,12.0,1.0,Low,bare ground,,,,
SUDU-2009,12.0,2.0,Low,bare ground,,,,
SUDU-2009,12.0,5.0,Low,bare ground,,,,
